Customer ID,avg_order_time,avg_first_half,avg_second_half,time_since_last_order,total_orders,total_sum,avg_incr,Bestellrhythmus_Trend,Recency,Frequency,Monetary_Value,RFM_Score
12419.0,27.0,,27.0,385,2,503.01,,0,3,1,4,8
12420.0,,,,63,1,600.39,,0,6,0,4,10
12421.0,97.0,93.0,101.0,15,6,1098.6,1.088412115420984,0,9,4,6,19
12422.0,39.0,27.0,47.0,95,17,5231.8,1.7075989594970225,3,6,7,9,22
12423.0,51.0,50.0,52.0,0,10,2622.39,1.0408370702541105,6,10,6,8,24
12424.0,128.0,125.0,130.0,162,4,3340.03,1.033642646587986,0,5,3,9,17
12425.0,370.0,,370.0,77,2,1741.41,,0,6,1,7,14
12426.0,468.0,,468.0,194,2,1345.21,,0,4,1,7,12
12427.0,174.0,,174.0,21,3,825.8,,0,8,2,5,15
12428.0,32.0,6.0,47.0,25,9,7956.46,7.436252839577398,1,8,5,10,23
12429.0,76.0,35.0,108.0,8,8,6204.41,3.0856826912269333,1,10,5,10,25
12430.0,,,,42,1,256.4,,0,7,0,2,9
12431.0,25.0,26.0,24.0,35,27,10432.22,0.9054495440653215,7,7,8,10,25
12432.0,32.0,0.0,43.0,42,5,5059.32,31182.333333333332,0,7,3,9,19
12433.0,52.0,27.0,73.0,0,10,16794.14,2.6522946753459324,2,10,6,10,26
12434.0,148.0,,148.0,84,3,1103.43,,0,6,2,6,14
12435.0,131.0,130.0,132.0,79,6,13925.93,1.0192048766379675,0,6,4,10,20
12436.0,,,,99,1,509.01,,0,5,0,4,9
12437.0,19.0,18.0,19.0,1,39,12683.4,1.0482611449354489,6,10,8,10,28
12438.0,125.0,,125.0,13,2,2906.85,,0,9,1,8,18
12439.0,43.0,,43.0,682,2,1142.88,,0,1,1,6,8
12440.0,255.0,,255.0,461,2,859.2,,0,2,1,5,8
12441.0,,,,366,1,173.55,,0,3,0,2,5
12442.0,,,,2,1,172.06,,0,10,0,2,12
12443.0,,,,731,1,485.31,,0,1,0,4,5
12444.0,37.0,49.0,33.0,20,5,5005.46,0.6709448807912836,0,8,3,9,20
12445.0,398.0,,398.0,21,2,434.98,,0,8,1,4,13
12446.0,,,,57,1,1002.3100000000001,,0,7,0,6,13
12447.0,,,,242,1,476.49,,0,4,0,4,8
12448.0,,,,43,1,449.45,,0,7,0,4,11
12449.0,83.0,125.0,54.0,21,6,4835.89,0.4376064123825318,0,8,4,9,21
12450.0,79.0,22.0,98.0,155,5,688.2,4.30019120458891,0,5,3,5,13
12451.0,74.0,68.0,78.0,10,8,12669.88,1.1496243647594477,5,9,5,10,24
12452.0,0.0,,0.0,16,2,430.57,,0,9,1,4,14
12453.0,,,,133,1,707.09,,0,5,0,5,10
12454.0,91.0,3.0,120.0,55,5,16679.78,30.19347156879828,0,7,3,10,20
12455.0,72.0,106.0,44.0,72,10,5879.95,0.420310439115917,10,6,6,10,22
12456.0,105.0,,105.0,43,3,3181.04,,0,7,2,9,18
12457.0,52.0,67.0,41.0,65,8,2995.91,0.6215234615768687,9,6,5,9,20
12458.0,138.0,60.0,178.0,70,4,1777.49,2.965829314273157,0,6,3,7,16
12459.0,,,,604,1,454.36,,0,1,0,4,5
12460.0,,,,455,1,326.65,,0,2,0,3,5
12461.0,60.0,,60.0,93,2,826.88,,0,6,1,5,12
12462.0,284.0,,284.0,18,2,1189.5900000000001,,0,9,1,6,16
12463.0,62.0,34.0,76.0,52,4,1344.78,2.1951030158256195,0,7,3,7,17
12464.0,42.0,36.0,47.0,9,8,1212.05,1.3086784946990608,5,9,5,6,20
12465.0,152.0,,152.0,16,2,742.19,,0,9,1,5,15
12466.0,,,,681,1,56.73,,0,1,0,1,2
12467.0,,,,422,1,132.8,,0,2,0,1,3
12468.0,123.0,72.0,140.0,187,5,3670.74,1.9272380191338705,0,5,3,9,17
12469.0,14.0,,14.0,522,2,3070.54,,0,2,1,9,12
12470.0,,,,689,1,211.95,,0,1,0,2,3
12471.0,9.0,7.0,10.0,1,79,39918.19,1.3541382953219043,4,10,9,10,29
12472.0,38.0,26.0,48.0,31,19,16249.29,1.8407087840675713,3,8,7,10,25
12473.0,40.0,77.0,28.0,28,5,3928.05,0.3679103334564687,0,8,3,9,20
12474.0,21.0,24.0,19.0,16,31,12372.75,0.8095710525883348,8,9,8,10,27
12475.0,356.0,,356.0,53,2,1149.6399999999999,,0,7,1,6,14
12476.0,22.0,10.0,31.0,15,23,14083.91,3.051981351981352,1,9,7,10,26
12477.0,75.0,107.0,55.0,22,9,20276.37,0.5197358090094132,9,8,5,10,23
12478.0,,,,3,1,680.99,,0,10,0,5,15
12479.0,,,,10,1,527.2,,0,9,0,4,13
12480.0,79.0,54.0,92.0,27,7,5464.85,1.7163602716752235,0,8,4,9,21
12481.0,41.0,42.0,41.0,22,15,12185.51,0.9830166417429241,7,8,7,10,25
12482.0,2.0,4.0,1.0,575,29,23691.4,0.3945339611129083,10,1,8,10,19
12483.0,36.0,34.0,38.0,16,19,5097.18,1.1213104979801374,6,9,7,9,25
12484.0,58.0,39.0,75.0,32,12,6354.1,1.89894622569113,3,8,6,10,24
12485.0,,,,528,1,708.1,,0,2,0,5,7
12486.0,,,,431,1,1037.28,,0,2,0,6,8
12487.0,,,,730,1,285.29999999999995,,0,1,0,2,3
12488.0,32.0,,32.0,9,3,1298.66,,0,9,2,7,18
12489.0,,,,335,1,334.93,,0,3,0,3,6
12490.0,36.0,34.0,38.0,4,21,9823.64,1.1415396133950448,6,10,7,10,27
12491.0,,,,38,1,460.40000000000003,,0,7,0,4,11
12492.0,170.0,,170.0,62,3,715.21,,0,6,2,5,13
12493.0,31.0,,31.0,165,2,433.74,,0,5,1,4,10
12494.0,70.0,72.0,68.0,15,9,1815.27,0.9442716367298548,7,9,5,7,21
12495.0,,,,640,1,357.4,,0,1,0,3,4
12496.0,0.0,,0.0,619,2,45.34,,0,1,1,1,3
12497.0,281.0,,281.0,81,3,6248.5,,0,6,2,10,18
12498.0,18.0,,18.0,20,3,403.7,,0,8,2,3,13
12499.0,,,,559,1,393.72,,0,1,0,3,4
12500.0,36.0,42.0,31.0,22,19,5955.21,0.7305252788263643,8,8,7,10,25
12501.0,,,,336,1,2169.39,,0,3,0,8,11
12502.0,53.0,41.0,57.0,95,5,3723.87,1.401967076521191,0,6,3,9,18
12503.0,,,,583,1,1126.0,,0,1,0,6,7
12504.0,192.0,179.0,199.0,17,4,779.05,1.1133968881396656,0,9,3,5,17
12505.0,,,,408,1,955.2,,0,3,0,6,9
12506.0,,,,232,1,73.5,,0,4,0,1,5
12507.0,150.0,286.0,82.0,133,4,1844.06,0.28727712879485046,0,5,3,8,16
12508.0,2.0,,2.0,25,2,397.88,,0,8,1,3,12
12509.0,,,,283,1,176.5,,0,4,0,2,6
12510.0,74.0,16.0,108.0,142,9,5178.02,6.6602449257285405,1,5,5,9,19
12511.0,,,,428,1,3084.02,,0,2,0,9,11
12512.0,0.0,,0.0,65,2,132.18,,0,6,1,1,8
12513.0,,,,112,1,612.29,,0,5,0,5,10
12514.0,374.0,,374.0,266,2,1597.76,,0,4,1,7,12
12515.0,,,,352,1,383.7,,0,3,0,3,6
12516.0,173.0,168.0,176.0,77,4,2648.62,1.0454812846323775,0,6,3,8,17
12517.0,40.0,63.0,32.0,27,5,2481.6,0.5102677909328008,0,8,3,8,19
12518.0,27.0,33.0,25.0,0,5,2056.89,0.7730575310662163,0,10,3,8,21
12519.0,413.0,,413.0,63,2,716.54,,0,6,1,5,12
12520.0,48.0,13.0,60.0,78,5,2634.26,4.327631907976994,0,6,3,8,17
12521.0,,,,142,1,599.68,,0,5,0,4,9
12522.0,12.0,,12.0,38,2,192.72,,0,7,1,2,10
12523.0,32.0,35.0,29.0,18,23,4352.35,0.8311462769458641,8,9,7,9,25
12524.0,41.0,37.0,44.0,8,17,11126.11,1.197138706481189,5,10,7,10,27
12525.0,74.0,,74.0,497,3,973.73,,0,2,2,6,10
12526.0,46.0,,46.0,0,3,1316.6599999999999,,0,10,2,7,19
12527.0,111.0,34.0,137.0,81,5,735.51,3.9483461472068413,0,6,3,5,14
12528.0,60.0,81.0,46.0,8,6,1933.48,0.5724980383309425,0,10,4,8,22
12529.0,,,,527,1,316.48,,0,2,0,3,5
12530.0,72.0,63.0,78.0,59,9,3759.26,1.2406617985658839,5,6,5,9,20
12531.0,671.0,,671.0,14,2,1933.2,,0,9,1,8,18
12532.0,,,,29,1,349.83000000000004,,0,8,0,3,11
12533.0,110.0,,110.0,627,2,1367.8899999999999,,0,1,1,7,9
12534.0,,,,130,1,1089.18,,0,5,0,6,11
12535.0,94.0,,94.0,91,2,716.3499999999999,,0,6,1,5,12
12536.0,7.0,,7.0,42,3,12601.830000000002,,0,7,2,10,19
12537.0,,,,408,1,732.94,,0,3,0,5,8
12538.0,349.0,,349.0,28,2,640.45,,0,8,1,5,14
12539.0,115.0,132.0,107.0,21,7,11214.75,0.8051978581689957,0,8,4,10,22
12540.0,22.0,23.0,21.0,19,33,22254.489999999998,0.8955539293538115,7,8,8,10,26
12541.0,125.0,,125.0,29,3,981.18,,0,8,2,6,16
12542.0,156.0,,156.0,483,2,481.88,,0,2,1,4,7
12543.0,,,,447,1,980.25,,0,2,0,6,8
12544.0,,,,35,1,372.7,,0,7,0,3,10
12545.0,184.0,,184.0,74,2,1000.39,,0,6,1,6,13
12546.0,31.0,,31.0,46,2,1161.5,,0,7,1,6,14
12547.0,151.0,,151.0,197,3,383.58,,0,4,2,3,9
12548.0,,,,165,1,95.19999999999999,,0,5,0,1,6
12549.0,24.0,0.0,40.0,575,6,1575.68,72.89112227805695,0,1,4,7,12
12550.0,,,,78,1,964.83,,0,6,0,6,12
12551.0,,,,357,1,168.0,,0,3,0,2,5
12552.0,0.0,,0.0,38,2,437.82,,0,7,1,4,12
12553.0,37.0,32.0,41.0,7,12,4608.75,1.2778043825894345,5,10,6,9,25
12554.0,,,,448,1,468.5,,0,2,0,4,6
12555.0,,,,681,1,129.23,,0,1,0,1,2
12556.0,100.0,,100.0,49,2,599.56,,0,7,1,4,12
12557.0,100.0,117.0,88.0,15,8,18096.14,0.7588093745116617,8,9,5,10,24
12558.0,,,,7,1,269.96,,0,10,0,2,12
12559.0,8.0,,8.0,310,2,561.71,,0,4,1,4,9
12560.0,68.0,,68.0,4,3,2134.01,,0,10,2,8,20
12561.0,,,,302,1,238.85,,0,4,0,2,6
12562.0,53.0,86.0,33.0,7,9,4966.92,0.3892443894084253,10,10,5,9,24
12563.0,,,,408,1,249.24,,0,3,0,2,5
12564.0,,,,260,1,456.9,,0,4,0,4,8
12565.0,,,,288,1,145.92,,0,4,0,1,5
12566.0,,,,85,1,351.65,,0,6,0,3,9
12567.0,46.0,49.0,43.0,22,15,11767.48,0.8654178453477516,7,8,7,10,25
12568.0,,,,644,1,70.0,,0,1,0,1,2
12569.0,8.0,12.0,3.0,1,32,4124.6900000000005,0.3094106253254403,10,10,8,9,27
12570.0,,,,681,1,77.52,,0,1,0,1,2
12571.0,81.0,,81.0,39,2,519.61,,0,7,1,4,12
12572.0,43.0,,43.0,8,2,1020.4200000000001,,0,10,1,6,17
12573.0,59.0,40.0,65.0,226,5,717.4100000000001,1.608237140800934,0,4,3,5,12
12574.0,,,,315,1,218.45,,0,3,0,2,5
12575.0,69.0,,69.0,456,2,622.8199999999999,,0,2,1,5,8
12576.0,61.0,44.0,71.0,35,9,2323.59,1.5985453452083485,3,7,5,8,20
12577.0,100.0,118.0,86.0,34,8,1617.1,0.7314095813399939,8,7,5,7,19
12578.0,140.0,58.0,181.0,20,4,4642.45,3.1230120884099093,0,8,3,9,20
12579.0,,,,77,1,440.42,,0,6,0,4,10
12580.0,329.0,,329.0,246,2,1052.9,,0,4,1,6,11
12581.0,,,,39,1,197.71,,0,7,0,2,9
12582.0,112.0,155.0,91.0,238,4,1980.4,0.5931124220069247,0,4,3,8,15
12583.0,28.0,29.0,26.0,2,27,13591.58,0.8835977610754755,7,10,8,10,28
12584.0,34.0,51.0,24.0,3,9,2338.15,0.4847971256441896,10,10,5,8,23
12585.0,117.0,,117.0,233,2,2040.1,,0,4,1,8,13
12586.0,235.0,308.0,198.0,16,4,2062.67,0.6431390007487302,0,9,3,8,20
12587.0,,,,7,1,144.0,,0,10,0,1,11
12588.0,186.0,198.0,180.0,38,4,958.78,0.9092906542842714,0,7,3,6,16
12589.0,94.0,75.0,108.0,28,8,4695.66,1.4439857747504894,4,8,5,9,22
12590.0,0.0,,0.0,210,2,9864.26,,0,4,1,10,15
12591.0,45.0,,45.0,316,3,1338.95,,0,3,2,7,12
12592.0,106.0,0.0,142.0,91,5,2582.66,17081.277777777777,0,6,3,8,17
12593.0,55.0,,55.0,108,3,418.1,,0,5,2,4,11
12594.0,43.0,58.0,32.0,37,15,5090.110000000001,0.5476630682502067,9,7,7,9,23
12595.0,,,,504,1,299.02,,0,2,0,3,5
12596.0,190.0,,190.0,50,2,618.27,,0,7,1,5,13
12597.0,82.0,85.0,81.0,18,4,3811.22,0.963113349221377,0,9,3,9,21
12598.0,63.0,106.0,35.0,9,11,4534.09,0.32893787397375274,10,9,6,9,24
12599.0,45.0,39.0,50.0,28,13,2296.7200000000003,1.2810637320009297,5,8,7,8,23
12600.0,35.0,37.0,33.0,28,21,4967.42,0.8763277033877473,7,8,7,9,24
12601.0,42.0,50.0,37.0,189,6,681.26,0.739088774754892,0,4,4,5,13
12602.0,,,,58,1,153.12,,0,7,0,1,8
12603.0,,,,21,1,739.1999999999999,,0,8,0,5,13
12604.0,182.0,,182.0,78,2,254.18,,0,6,1,2,9
12605.0,27.0,35.0,23.0,375,4,1232.95,0.6679228486646884,0,3,3,7,13
12606.0,,,,681,1,21.0,,0,1,0,1,2
12607.0,,,,59,1,1579.51,,0,6,0,7,13
12608.0,,,,404,1,415.79,,0,3,0,4,7
12609.0,80.0,73.0,84.0,77,9,3435.86,1.1410943791194803,6,6,5,9,20
12610.0,25.0,19.0,27.0,22,5,2099.54,1.4003246941497072,0,8,3,8,19
12611.0,,,,51,1,1193.32,,0,7,0,6,13
12612.0,,,,73,1,704.0400000000001,,0,6,0,5,11
12613.0,74.0,84.0,66.0,56,10,6817.370000000001,0.7851295602510262,8,7,6,10,23
12614.0,,,,277,1,315.6,,0,4,0,3,7
12615.0,89.0,72.0,102.0,1,8,5740.9800000000005,1.415938958604331,4,10,5,10,25
12616.0,146.0,,146.0,94,3,1131.1,,0,6,2,6,14
12617.0,,,,28,1,352.98,,0,8,0,3,11
12618.0,,,,21,1,177.31,,0,8,0,2,10
12619.0,60.0,102.0,26.0,15,10,3781.38,0.25654372597936753,10,9,6,9,24
12620.0,94.0,,94.0,14,3,1339.4099999999999,,0,9,2,7,18
12621.0,19.0,19.0,19.0,1,35,24311.2,1.0172773129920343,6,10,8,10,28
12622.0,,,,231,1,180.1,,0,4,0,2,6
12623.0,70.0,48.0,80.0,275,7,3747.84,1.6449567764216977,0,4,4,9,17
12624.0,71.0,,71.0,105,2,641.13,,0,5,1,5,11
12625.0,128.0,87.0,148.0,211,4,5164.88,1.7076141242442828,0,4,3,9,16
12626.0,37.0,61.0,23.0,22,9,6620.48,0.38245660090079614,10,8,5,10,23
12627.0,21.0,15.0,24.0,10,7,4478.53,1.5900884797569041,0,9,4,9,22
12628.0,30.0,,30.0,3,3,786.46,,0,10,2,5,17
12629.0,37.0,,37.0,385,2,1558.22,,0,3,1,7,11
12630.0,34.0,,34.0,9,2,1270.88,,0,9,1,7,17
12631.0,105.0,47.0,135.0,56,7,4124.09,2.814571645734554,0,7,4,9,20
12632.0,44.0,,44.0,520,2,804.88,,0,2,1,5,8
12633.0,77.0,71.0,80.0,58,7,5678.16,1.132183684862018,0,7,4,10,21
12634.0,12.0,,12.0,535,2,490.0,,0,1,1,4,6
12635.0,122.0,64.0,151.0,89,4,2930.41,2.3580838452885695,0,6,3,9,18
12636.0,,,,738,1,141.0,,0,1,0,1,2
12637.0,39.0,43.0,36.0,66,13,9800.49,0.832011384103365,8,6,7,10,23
12638.0,606.0,,606.0,32,2,921.49,,0,8,1,6,15
12639.0,194.0,,194.0,238,3,1312.37,,0,4,2,7,13
12640.0,28.0,,28.0,23,3,1174.5800000000002,,0,8,2,6,16
12641.0,,,,114,1,185.9,,0,5,0,2,7
12642.0,41.0,,41.0,24,3,1013.26,,0,8,2,6,16
12643.0,43.0,45.0,42.0,127,12,8304.82,0.9479497724473842,7,5,6,10,21
12644.0,188.0,24.0,270.0,129,4,1918.4900000000002,11.239803723481021,0,5,3,8,16
12645.0,79.0,67.0,86.0,33,9,3986.28,1.2683975932742435,5,7,5,9,21
12646.0,44.0,,44.0,4,2,1346.9699999999998,,0,10,1,7,18
12647.0,19.0,11.0,26.0,21,36,16955.55,2.3856887096964736,2,8,8,10,26
12648.0,182.0,60.0,243.0,154,4,1112.0,4.00815419677726,0,5,3,6,14
12649.0,84.0,90.0,79.0,106,8,2294.65,0.8701122619496439,7,5,5,8,18
12650.0,,,,2,1,314.44,,0,10,0,3,13
12651.0,43.0,58.0,36.0,334,4,377.75,0.6136747692707656,0,3,3,3,9
12652.0,102.0,,102.0,330,2,1017.03,,0,3,1,6,10
12653.0,189.0,,189.0,148,3,4160.83,,0,5,2,9,16
12654.0,71.0,97.0,62.0,10,5,601.98,0.6366804998876789,0,9,3,4,16
12655.0,,,,423,1,261.35,,0,2,0,2,4
12656.0,77.0,109.0,54.0,16,8,6407.83,0.4927951791970957,9,9,5,10,24
12657.0,22.0,36.0,15.0,10,4,1643.18,0.4260248530453597,0,9,3,7,19
12658.0,,,,18,1,686.05,,0,9,0,5,14
12659.0,,,,29,1,91.68,,0,8,0,1,9
12660.0,,,,10,1,245.1,,0,9,0,2,11
12661.0,,,,435,1,162.0,,0,2,0,2,4
12662.0,32.0,27.0,37.0,0,20,6726.54,1.3748940418828082,4,10,7,10,27
12663.0,43.0,,43.0,624,2,239.4,,0,1,1,2,4
12664.0,71.0,145.0,22.0,7,11,6070.04,0.15455871756852516,10,10,6,10,26
12665.0,172.0,,172.0,324,3,313.6,,0,3,2,3,8
12666.0,,,,393,1,1248.42,,0,3,0,7,10
12667.0,,,,57,1,620.13,,0,7,0,5,12
12668.0,66.0,27.0,92.0,11,11,13349.87,3.378670599131229,1,9,6,10,25
12669.0,52.0,,52.0,150,3,2744.0299999999997,,0,5,2,8,15
12670.0,109.0,217.0,55.0,9,7,3760.29,0.2560047554815245,0,9,4,9,22
12671.0,,,,605,1,2622.481,,0,1,0,8,9
12672.0,265.0,,265.0,329,2,437.04999999999995,,0,3,1,4,8
12673.0,198.0,,198.0,4,3,1230.02,,0,10,2,7,19
12674.0,56.0,37.0,66.0,38,4,1970.6,1.7840770543769813,0,7,3,8,18
12675.0,24.0,,24.0,553,2,957.25,,0,1,1,6,8
12676.0,45.0,18.0,64.0,24,11,2843.09,3.421758670712432,1,8,6,8,22
12677.0,111.0,,111.0,554,2,395.1,,0,1,1,3,5
12678.0,32.0,38.0,28.0,41,21,34281.18,0.731899020316623,8,7,7,10,24
12679.0,75.0,77.0,73.0,58,4,1113.02,0.9424282356293183,0,7,3,6,16
12680.0,37.0,23.0,44.0,0,4,880.81,1.8651311003113815,0,10,3,6,19
12681.0,16.0,16.0,15.0,14,45,29834.76,0.9768815081824458,7,9,8,10,27
12682.0,14.0,17.0,11.0,3,52,22950.22,0.6898105237299975,9,10,9,10,29
12683.0,36.0,49.0,25.0,3,21,11633.7,0.5159684352342978,9,10,7,10,27
12684.0,34.0,8.0,47.0,7,7,2283.63,5.861486631475044,0,10,4,8,22
12685.0,13.0,9.0,15.0,27,6,2863.08,1.7294708204008125,0,8,4,8,20
12686.0,,,,371,1,89.14,,0,3,0,1,4
12687.0,0.0,,0.0,480,2,2138.91,,0,2,1,8,11
12688.0,,,,113,1,4873.8099999999995,,0,5,0,9,14
12689.0,101.0,,101.0,25,2,1247.61,,0,8,1,7,16
12690.0,,,,205,1,389.01,,0,4,0,3,7
12691.0,65.0,50.0,72.0,27,7,1170.4,1.4387615686705297,0,8,4,6,18
12692.0,,,,636,1,110.95,,0,1,0,1,2
12693.0,65.0,63.0,67.0,126,7,1703.02,1.0675808948711027,0,5,4,7,16
12694.0,175.0,,175.0,69,3,1843.35,,0,6,2,8,16
12695.0,109.0,68.0,130.0,6,7,1407.12,1.899392251202836,0,10,4,7,21
12696.0,74.0,,74.0,434,2,851.91,,0,2,1,5,8
12697.0,70.0,,70.0,28,3,957.5899999999999,,0,8,2,6,16
12698.0,,,,589,1,339.75,,0,1,0,3,4
12699.0,,,,417,1,638.11,,0,2,0,5,7
12700.0,69.0,58.0,74.0,7,4,4939.99,1.2644661728628044,0,10,3,9,22
12701.0,110.0,39.0,158.0,79,6,2446.41,3.955838375408582,0,6,4,8,18
12702.0,,,,19,1,219.0,,0,8,0,2,10
12703.0,204.0,49.0,281.0,70,4,1006.53,5.646495440941045,0,6,3,6,15
12704.0,23.0,30.0,17.0,6,8,2340.84,0.5813506546831516,9,10,5,8,23
12705.0,39.0,48.0,32.0,14,14,11762.1,0.6849384150039907,9,9,7,10,26
12707.0,,,,291,1,603.42,,0,4,0,4,8
12708.0,40.0,44.0,37.0,29,18,5117.66,0.8535160988686006,8,8,7,9,24
12709.0,21.0,19.0,23.0,14,34,30291.76,1.2310770671771147,5,9,8,10,27
12710.0,52.0,,52.0,96,3,1149.02,,0,5,2,6,13
12711.0,65.0,,65.0,611,2,1339.05,,0,1,1,7,9
12712.0,35.0,40.0,30.0,28,21,6723.03,0.7550297180146175,8,8,7,10,25
12713.0,,,,0,1,848.55,,0,10,0,5,15
12714.0,66.0,55.0,74.0,8,12,14093.710000000001,1.3356371501031616,4,10,6,10,26
12715.0,,,,105,1,343.36,,0,5,0,3,8
12716.0,129.0,,129.0,3,2,1053.49,,0,10,1,6,17
12717.0,219.0,,219.0,150,3,1308.91,,0,5,2,7,14
12718.0,,,,70,1,238.25,,0,6,0,2,8
12719.0,59.0,,59.0,4,2,644.95,,0,10,1,5,16
12720.0,17.0,22.0,12.0,2,30,7787.28,0.5638511922789528,9,10,8,10,28
