Customer ID,avg_order_time,avg_first_half,avg_second_half,time_since_last_order,total_orders,total_sum,avg_incr,Recency,Frequency,Monetary_Value,RFM_Score
12438.0,125 days 23:59:00,,125 days 23:59:00,13 days 23:22:00,2,2906.85,,0,1,8,9
12439.0,43 days 03:31:00,,43 days 03:31:00,682 days 00:39:00,2,1142.88,,0,1,6,7
12440.0,255 days 01:08:00,,255 days 01:08:00,461 days 23:39:00,2,859.2,,0,1,5,6
12441.0,,,,366 days 02:05:00,1,173.55,,0,0,2,2
12442.0,,,,2 days 22:28:00,1,172.06,,0,0,2,2
12443.0,,,,731 days 21:08:00,1,485.31,,0,0,4,4
12444.0,37 days 11:50:45,49 days 18:41:00,33 days 09:34:00,20 days 23:27:00,5,5005.46,0.6709448807912836,0,3,9,12
12445.0,398 days 06:15:00,,398 days 06:15:00,21 days 18:07:00,2,434.98,,0,1,4,5
12446.0,,,,57 days 00:00:00,1,1002.3100000000001,,0,0,6,6
12447.0,,,,242 days 23:25:00,1,476.49,,0,0,4,4
12448.0,,,,43 days 23:04:00,1,449.45,,0,0,4,4
12449.0,83 days 05:37:48,125 days 15:00:00,54 days 23:23:00,21 days 23:04:00,6,4835.89,0.4376064123825318,0,4,9,13
12450.0,79 days 12:22:30,22 days 21:09:00,98 days 09:27:00,155 days 22:09:00,5,688.2,4.30019120458891,0,3,5,8
12451.0,74 days 02:48:51.428571,68 days 06:42:20,78 days 11:53:45,10 days 04:10:00,8,12669.88,1.1496243647594477,5,5,10,20
12452.0,0 days 02:23:00,,0 days 02:23:00,16 days 02:22:00,2,430.57,,0,1,4,5
12453.0,,,,133 days 22:42:00,1,707.09,,0,0,5,5
12454.0,91 days 05:55:00,3 days 23:39:00,120 days 08:00:20,55 days 19:37:00,5,16679.78,30.19347156879828,0,3,10,13
12455.0,72 days 00:19:46.666666,106 days 05:20:45,44 days 15:31:00,72 days 21:19:00,10,5879.95,0.420310439115917,10,6,10,26
12456.0,105 days 02:44:30,,105 days 02:44:30,43 days 22:09:00,3,3181.04,,0,2,9,11
12457.0,52 days 16:27:42.857142,67 days 05:23:40,41 days 18:45:45,65 days 23:37:00,8,2995.91,0.6215234615768687,9,5,9,23
12458.0,138 days 17:37:20,60 days 01:03:00,178 days 01:54:30,70 days 21:25:00,4,1777.49,2.965829314273157,0,3,7,10
12459.0,,,,604 days 21:57:00,1,454.36,,0,0,4,4
12460.0,,,,455 days 22:59:00,1,326.65,,0,0,3,3
12461.0,60 days 06:34:00,,60 days 06:34:00,93 days 19:53:00,2,826.88,,0,1,5,6
12462.0,284 days 18:27:00,,284 days 18:27:00,18 days 03:39:00,2,1189.5900000000001,,0,1,6,7
12463.0,62 days 16:19:00,34 days 21:15:00,76 days 13:51:00,52 days 23:06:00,4,1344.78,2.1951030158256195,0,3,7,10
12464.0,42 days 17:09:00,36 days 07:26:20,47 days 12:26:00,9 days 23:17:00,8,1212.05,1.3086784946990608,5,5,6,16
12465.0,152 days 02:57:00,,152 days 02:57:00,16 days 20:16:00,2,742.19,,0,1,5,6
12466.0,,,,681 days 20:24:00,1,56.73,,0,0,1,1
12467.0,,,,422 days 21:09:00,1,132.8,,0,0,1,1
12468.0,123 days 18:21:45,72 days 23:59:00,140 days 16:29:20,187 days 01:14:00,5,3670.74,1.9272380191338705,0,3,9,12
12469.0,14 days 02:10:00,,14 days 02:10:00,522 days 00:10:00,2,3070.54,,0,1,9,10
12470.0,,,,689 days 01:49:00,1,211.95,,0,0,2,2
12471.0,9 days 08:40:47.692307,7 days 22:08:50.526315,10 days 17:29:09,1 days 21:07:00,79,39918.19,1.3541382953219043,4,9,10,23
12472.0,38 days 12:10:40,26 days 05:57:07.500000,48 days 07:33:30,31 days 22:49:00,19,16249.29,1.8407087840675713,3,7,10,20
12473.0,40 days 12:52:45,77 days 01:49:00,28 days 08:34:00,28 days 23:04:00,5,3928.05,0.3679103334564687,0,3,9,12
12474.0,21 days 15:21:56,24 days 02:04:34.285714,19 days 11:59:37.500000,16 days 22:11:00,31,12372.75,0.8095710525883348,8,8,10,26
12475.0,356 days 01:21:00,,356 days 01:21:00,53 days 02:40:00,2,1149.6399999999999,,0,1,6,7
12476.0,22 days 02:20:43.636363,10 days 10:15:00,31 days 19:45:30,15 days 00:10:00,23,14083.91,3.051981351981352,1,7,10,18
12477.0,75 days 02:28:45,107 days 07:34:40,55 days 18:37:12,22 days 02:59:00,9,20276.37,0.5197358090094132,9,5,10,24
12478.0,,,,3 days 02:54:00,1,680.99,,0,0,5,5
12479.0,,,,10 days 23:24:00,1,527.2,,0,0,4,4
12480.0,79 days 20:15:10,54 days 00:53:30,92 days 17:56:00,27 days 21:58:00,7,5464.85,1.7163602716752235,0,4,9,13
12481.0,41 days 18:31:21.428571,42 days 04:20:50,41 days 11:09:15,22 days 04:21:00,15,12185.51,0.9830166417429241,7,7,10,24
12482.0,2 days 18:13:49.285714,4 days 02:01:32.307692,1 days 14:40:28,575 days 19:59:00,29,23691.4,0.3945339611129083,10,8,10,28
12483.0,36 days 16:11:53.333333,34 days 08:37:22.500000,38 days 12:39:30,16 days 19:48:00,19,5097.18,1.1213104979801374,6,7,9,22
12484.0,58 days 23:32:21.818181,39 days 13:48:48,75 days 03:38:40,32 days 01:13:00,12,6354.1,1.89894622569113,3,6,10,19
12485.0,,,,528 days 21:28:00,1,708.1,,0,0,5,5
12486.0,,,,431 days 00:36:00,1,1037.28,,0,0,6,6
12487.0,,,,730 days 01:14:00,1,285.29999999999995,,0,0,2,2
12488.0,32 days 23:08:00,,32 days 23:08:00,9 days 04:00:00,3,1298.66,,0,2,7,9
12489.0,,,,335 days 23:37:00,1,334.93,,0,0,3,3
12490.0,36 days 15:45:45,34 days 00:13:20,38 days 19:45:00,4 days 20:43:00,21,9823.64,1.1415396133950448,6,7,10,23
12491.0,,,,38 days 00:32:00,1,460.40000000000003,,0,0,4,4
12492.0,170 days 00:08:30,,170 days 00:08:30,62 days 21:35:00,3,715.21,,0,2,5,7
12493.0,31 days 19:24:00,,31 days 19:24:00,165 days 02:33:00,2,433.74,,0,1,4,5
12494.0,70 days 02:27:45,72 days 15:10:40,68 days 14:02:00,15 days 03:16:00,9,1815.27,0.9442716367298548,7,5,7,19
12495.0,,,,640 days 01:57:00,1,357.4,,0,0,3,3
12496.0,0 days 00:09:00,,0 days 00:09:00,619 days 22:44:00,2,45.34,,0,1,1,2
12497.0,281 days 13:25:00,,281 days 13:25:00,81 days 00:21:00,3,6248.5,,0,2,10,12
12498.0,18 days 01:41:30,,18 days 01:41:30,20 days 23:57:00,3,403.7,,0,2,3,5
12499.0,,,,559 days 21:38:00,1,393.72,,0,0,3,3
12500.0,36 days 02:44:10,42 days 11:20:22.500000,31 days 00:39:12,22 days 20:30:00,19,5955.21,0.7305252788263643,8,7,10,25
12501.0,,,,336 days 00:22:00,1,2169.39,,0,0,8,8
12502.0,53 days 12:17:45,41 days 02:48:00,57 days 15:27:40,95 days 00:58:00,5,3723.87,1.401967076521191,0,3,9,12
12503.0,,,,583 days 22:51:00,1,1126.0,,0,0,6,6
12504.0,192 days 17:52:40,179 days 04:45:00,199 days 12:26:30,17 days 20:48:00,4,779.05,1.1133968881396656,0,3,5,8
12505.0,,,,408 days 03:32:00,1,955.2,,0,0,6,6
12506.0,,,,232 days 03:56:00,1,73.5,,0,0,1,1
12507.0,150 days 02:35:20,286 days 00:01:00,82 days 03:52:30,133 days 19:41:00,4,1844.06,0.28727712879485046,0,3,8,11
12508.0,2 days 23:10:00,,2 days 23:10:00,25 days 21:13:00,2,397.88,,0,1,3,4
12509.0,,,,283 days 22:05:00,1,176.5,,0,0,2,2
12510.0,74 days 02:33:30,16 days 07:57:20,108 days 18:31:12,142 days 02:35:00,9,5178.02,6.6602449257285405,1,5,9,15
12511.0,,,,428 days 02:11:00,1,3084.02,,0,0,9,9
12512.0,0 days 00:02:00,,0 days 00:02:00,65 days 21:55:00,2,132.18,,0,1,1,2
12513.0,,,,112 days 01:59:00,1,612.29,,0,0,5,5
12514.0,374 days 04:20:00,,374 days 04:20:00,266 days 20:12:00,2,1597.76,,0,1,7,8
12515.0,,,,352 days 21:07:00,1,383.7,,0,0,3,3
12516.0,173 days 22:19:40,168 days 19:29:00,176 days 11:45:00,77 days 03:37:00,4,2648.62,1.0454812846323775,0,3,8,11
12517.0,40 days 11:42:45,63 days 23:49:00,32 days 15:40:40,27 days 22:46:00,5,2481.6,0.5102677909328008,0,3,8,11
12518.0,27 days 11:13:45,33 days 02:27:00,25 days 14:09:20,0 days 02:37:00,5,2056.89,0.7730575310662163,0,3,8,11
12519.0,413 days 01:05:00,,413 days 01:05:00,63 days 03:24:00,2,716.54,,0,1,5,6
12520.0,48 days 12:57:00,13 days 21:15:00,60 days 02:11:00,78 days 21:27:00,5,2634.26,4.327631907976994,0,3,8,11
12521.0,,,,142 days 01:59:00,1,599.68,,0,0,4,4
12522.0,12 days 00:49:00,,12 days 00:49:00,38 days 21:20:00,2,192.72,,0,1,2,3
12523.0,32 days 09:46:46.363636,35 days 16:40:54,29 days 16:01:40,18 days 23:55:00,23,4352.35,0.8311462769458641,8,7,9,24
12524.0,41 days 06:03:07.500000,37 days 03:13:25.714285,44 days 10:55:06.666666,8 days 21:19:00,17,11126.11,1.197138706481189,5,7,10,22
12525.0,74 days 13:03:30,,74 days 13:03:30,497 days 20:42:00,3,973.73,,0,2,6,8
12526.0,46 days 22:55:00,,46 days 22:55:00,0 days 00:41:00,3,1316.6599999999999,,0,2,7,9
12527.0,111 days 23:04:30,34 days 20:46:00,137 days 15:50:40,81 days 00:55:00,5,735.51,3.9483461472068413,0,3,5,8
12528.0,60 days 15:31:00,81 days 13:39:30,46 days 16:45:20,8 days 22:10:00,6,1933.48,0.5724980383309425,0,4,8,12
12529.0,,,,527 days 23:40:00,1,316.48,,0,0,3,3
12530.0,72 days 20:44:37.500000,63 days 08:06:00,78 days 13:55:48,59 days 00:16:00,9,3759.26,1.2406617985658839,5,5,9,19
12531.0,671 days 20:55:00,,671 days 20:55:00,14 days 01:38:00,2,1933.2,,0,1,8,9
12532.0,,,,29 days 23:03:00,1,349.83000000000004,,0,0,3,3
12533.0,110 days 23:06:00,,110 days 23:06:00,627 days 01:54:00,2,1367.8899999999999,,0,1,7,8
12534.0,,,,130 days 02:24:00,1,1089.18,,0,0,6,6
12535.0,94 days 20:01:00,,94 days 20:01:00,91 days 04:02:00,2,716.3499999999999,,0,1,5,6
12536.0,7 days 23:44:00,,7 days 23:44:00,42 days 22:30:00,3,12601.830000000002,,0,2,10,12
12537.0,,,,408 days 04:14:00,1,732.94,,0,0,5,5
12538.0,349 days 04:14:00,,349 days 04:14:00,28 days 19:34:00,2,640.45,,0,1,5,6
12539.0,115 days 16:05:00,132 days 22:25:00,107 days 00:55:00,21 days 23:20:00,7,11214.75,0.8051978581689957,0,4,10,14
12540.0,22 days 06:34:50.625000,23 days 13:59:08,21 days 02:52:14.117647,19 days 01:19:00,33,22254.489999999998,0.8955539293538115,7,8,10,25
12541.0,125 days 12:34:00,,125 days 12:34:00,29 days 02:10:00,3,981.18,,0,2,6,8
12542.0,156 days 02:46:00,,156 days 02:46:00,483 days 17:38:00,2,481.88,,0,1,4,5
12543.0,,,,447 days 20:59:00,1,980.25,,0,0,6,6
12544.0,,,,35 days 20:35:00,1,372.7,,0,0,3,3
12545.0,184 days 01:35:00,,184 days 01:35:00,74 days 23:11:00,2,1000.39,,0,1,6,7
12546.0,31 days 02:25:00,,31 days 02:25:00,46 days 00:41:00,2,1161.5,,0,1,6,7
12547.0,151 days 11:21:30,,151 days 11:21:30,197 days 00:12:00,3,383.58,,0,2,3,5
12548.0,,,,165 days 21:15:00,1,95.19999999999999,,0,0,1,1
12549.0,24 days 09:31:12,0 days 13:16:00,40 days 07:01:20,575 days 00:45:00,6,1575.68,72.89112227805695,0,4,7,11
12550.0,,,,78 days 22:15:00,1,964.83,,0,0,6,6
12551.0,,,,357 days 01:27:00,1,168.0,,0,0,2,2
12552.0,0 days 21:51:00,,0 days 21:51:00,38 days 02:48:00,2,437.82,,0,1,4,5
12553.0,37 days 17:43:54.545454,32 days 18:32:48,41 days 21:03:10,7 days 20:12:00,12,4608.75,1.2778043825894345,5,6,9,20
12554.0,,,,448 days 00:21:00,1,468.5,,0,0,4,4
12555.0,,,,681 days 20:24:00,1,129.23,,0,0,1,1
12556.0,100 days 23:31:00,,100 days 23:31:00,49 days 23:44:00,2,599.56,,0,1,4,5
12557.0,100 days 21:28:34.285714,117 days 00:33:40,88 days 19:09:45,15 days 19:51:00,8,18096.14,0.7588093745116617,8,5,10,23
12558.0,,,,7 days 02:09:00,1,269.96,,0,0,2,2
12559.0,8 days 23:37:00,,8 days 23:37:00,310 days 03:01:00,2,561.71,,0,1,4,5
12560.0,68 days 22:59:30,,68 days 22:59:30,4 days 22:56:00,3,2134.01,,0,2,8,10
12561.0,,,,302 days 01:11:00,1,238.85,,0,0,2,2
12562.0,53 days 09:30:52.500000,86 days 08:43:00,33 days 14:47:36,7 days 19:30:00,9,4966.92,0.3892443894084253,10,5,9,24
12563.0,,,,408 days 02:58:00,1,249.24,,0,0,2,2
12564.0,,,,260 days 21:55:00,1,456.9,,0,0,4,4
12565.0,,,,288 days 02:16:00,1,145.92,,0,0,1,1
12566.0,,,,85 days 22:20:00,1,351.65,,0,0,3,3
12567.0,46 days 00:02:17.142857,49 days 20:01:00,43 days 03:03:15,22 days 01:48:00,15,11767.48,0.8654178453477516,7,7,10,24
12568.0,,,,644 days 03:35:00,1,70.0,,0,0,1,1
12569.0,8 days 01:37:58.064516,12 days 12:52:28,3 days 21:05:37.500000,1 days 20:26:00,32,4124.6900000000005,0.3094106253254403,10,8,9,27
12570.0,,,,681 days 19:22:00,1,77.52,,0,0,1,1
12571.0,81 days 21:44:00,,81 days 21:44:00,39 days 02:31:00,2,519.61,,0,1,4,5
12572.0,43 days 01:00:00,,43 days 01:00:00,8 days 03:30:00,2,1020.4200000000001,,0,1,6,7
12573.0,59 days 11:36:45,40 days 20:23:00,65 days 16:41:20,226 days 20:58:00,5,717.4100000000001,1.608237140800934,0,3,5,8
12574.0,,,,315 days 03:30:00,1,218.45,,0,0,2,2
12575.0,69 days 03:54:00,,69 days 03:54:00,456 days 23:41:00,2,622.8199999999999,,0,1,5,6
12576.0,61 days 08:33:07.500000,44 days 15:39:20,71 days 09:05:24,35 days 02:39:00,9,2323.59,1.5985453452083485,3,5,8,16
12577.0,100 days 02:33:17.142857,118 days 06:09:20,86 days 11:51:15,34 days 23:26:00,8,1617.1,0.7314095813399939,8,5,7,20
12578.0,140 days 16:43:40,58 days 06:02:00,181 days 22:04:30,20 days 23:20:00,4,4642.45,3.1230120884099093,0,3,9,12
12579.0,,,,77 days 19:35:00,1,440.42,,0,0,4,4
12580.0,329 days 22:39:00,,329 days 22:39:00,246 days 02:26:00,2,1052.9,,0,1,6,7
12581.0,,,,39 days 03:54:00,1,197.71,,0,0,2,2
12582.0,112 days 23:36:40,155 days 00:57:00,91 days 22:56:30,238 days 04:05:00,4,1980.4,0.5931124220069247,0,3,8,11
12583.0,28 days 02:37:18.461538,29 days 23:44:00,26 days 11:57:17.142857,2 days 04:43:00,27,13591.58,0.8835977610754755,7,8,10,25
12584.0,34 days 14:17:30,51 days 00:37:20,24 days 17:41:36,3 days 03:15:00,9,2338.15,0.4847971256441896,10,5,8,23
12585.0,117 days 00:41:00,,117 days 00:41:00,233 days 23:11:00,2,2040.1,,0,1,8,9
12586.0,235 days 09:03:00,308 days 20:33:00,198 days 15:18:00,16 days 20:26:00,4,2062.67,0.6431390007487302,0,3,8,11
12587.0,,,,7 days 00:03:00,1,144.0,,0,0,1,1
12588.0,186 days 00:53:00,198 days 00:16:00,180 days 01:11:30,38 days 21:49:00,4,958.78,0.9092906542842714,0,3,6,9
12589.0,94 days 09:59:00,75 days 07:25:40,108 days 17:54:00,28 days 02:31:00,8,4695.66,1.4439857747504894,4,5,9,18
12590.0,0 days 00:06:00,,0 days 00:06:00,210 days 21:58:00,2,9864.26,,0,1,10,11
12591.0,45 days 13:56:30,,45 days 13:56:30,316 days 22:15:00,3,1338.95,,0,2,7,9
12592.0,106 days 18:14:30,0 days 00:12:00,142 days 08:15:20,91 days 21:46:00,5,2582.66,17081.277777777777,0,3,8,11
12593.0,55 days 01:37:00,,55 days 01:37:00,108 days 00:07:00,3,418.1,,0,2,4,6
12594.0,43 days 11:53:30,58 days 15:46:10,32 days 02:59:00,37 days 00:30:00,15,5090.110000000001,0.5476630682502067,9,7,9,25
12595.0,,,,504 days 03:40:00,1,299.02,,0,0,3,3
12596.0,190 days 23:40:00,,190 days 23:40:00,50 days 23:48:00,2,618.27,,0,1,5,6
12597.0,82 days 23:51:00,85 days 02:04:00,81 days 22:44:30,18 days 23:17:00,4,3811.22,0.963113349221377,0,3,9,12
12598.0,63 days 21:50:00,106 days 23:40:30,35 days 04:36:20,9 days 00:32:00,11,4534.09,0.32893787397375274,10,6,9,25
12599.0,45 days 16:14:20,39 days 05:49:24,50 days 06:32:08.571428,28 days 23:16:00,13,2296.7200000000003,1.2810637320009297,5,7,8,20
12600.0,35 days 04:38:36,37 days 18:17:20,33 days 02:12:21.818181,28 days 02:21:00,21,4967.42,0.8763277033877473,7,7,9,23
